species,wavelength_vac_ang,wavelength_unc_ang,lower_level,upper_level,Aki_s-1,fik,nist_source,q_cm-1,q_source,wl_match_ang,f_q,gamma_s-1
Fe V,1373.6740,0.0070,3d3.(4F).4s 5F J=3,3d3.(4F).4p 5F* J=3,4.8e+09,2.0e-01,NIST_ASD_v5.12;L3625;T6653c93,4068,Hu_et_al_2021,1373.6770,2.0e-01,4.95E+09
Fe V,1373.9670,0.0040,3d3.(4P).4s 3P J=2,3d3.(4P).4p 3D* J=3,2.7e+09,1.5e-01,NIST_ASD_v5.12;L3625;T6653c93,2065,Hu_et_al_2021,1373.9646,1.5e-01,5.62E+09
Fe V,1374.1160,0.0040,3d3.(2F).4s 3F J=3,3d3.(2F).4p 3G* J=4,8.1e+09,3.3e-01,NIST_ASD_v5.12;L3625;T6653c93,2569,Hu_et_al_2021,1374.1180,3.3e-01,2.99E+09
Fe V,1374.2610,0.0040,3d3.(2H).4s 3H J=4,3d3.(2H).4p 1G* J=4,1.7e+08,5.5e-03,NIST_ASD_v5.12;L3625;T6653c93,2565,Hu_et_al_2021,1374.2518,5.5e-03,3.56E+09
Fe V,1374.7890,0.0070,3d3.(2D1).4s 3D J=2,3d3.(2D1).4p 3F* J=3,6.4e+09,3.7e-01,NIST_ASD_v5.12;L3625;T6653c93,,,,,
Fe V,1374.7890,0.0070,3d3.(2D2).4s 3D J=2,3d3.(2D2).4p 3D* J=2,2.0e+09,1.15e-01,"NIST_ASD_v5.12;L3625,L11803;T6653c93",,,,,
Ni V,1375.3690,0.0130,3d5.(4D).4s 5D J=2,3d5.(4P).4p 5D* J=3,5.78e+08,3.27e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1375.7840,0.0040,3d3.(2H).4s 3H J=5,3d3.(2H).4p 1G* J=4,3.8e+08,9.7e-03,NIST_ASD_v5.12;L3625;T6653c93,3100,Hu_et_al_2021,1375.7851,9.7e-03,3.56E+09
Ni V,1376.1880,0.0050,3d5.(2G2).4s 3G J=4,3d5.(4F).4p 5F* J=5,7.23e+07,2.28e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1376.3080,0.0130,3d5.(4F).4s 3F J=4,3d5.(2H).4p 3H* J=5,9.26e+08,2.92e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1376.3370,0.0040,3d3.(4F).4s 5F J=5,3d3.(4F).4p 5F* J=5,8.6e+09,2.22e-01,NIST_ASD_v5.12;L3625;T6653c93,2442,Hu_et_al_2021,1376.3367,2.2e-01,3.37E+09
Fe V,1376.4550,0.0040,3d3.(4F).4s 5F J=2,3d3.(4F).4p 5F* J=2,3.4e+09,1.9e-01,NIST_ASD_v5.12;L3625;T6653c93,3575,Hu_et_al_2021,1376.4511,1.9e-01,6.02E+09
Fe V,1377.7230,0.0040,3d3.(2P).4s 3P J=2,3d3.(2P).4p 3F* J=3,2.3e+08,1.30e-02,NIST_ASD_v5.12;L3625;T6653c93,3159,Hu_et_al_2021,1377.7171,1.3e-02,6.62E+09
Fe V,1378.0920,0.0040,3d3.(2D1).4s 3D J=1,3d3.(2D1).4p 3F* J=2,3.7e+09,3.5e-01,NIST_ASD_v5.12;L3625;T6653c93,,,,,
Fe V,1378.5600,0.0040,3d3.(4P).4s 5P J=3,3d3.(4P).4p 5D* J=4,8.6e+09,3.5e-01,NIST_ASD_v5.12;L3625;T6653c93,3217,Hu_et_al_2021,1378.5620,3.5e-01,1.33E+09
Fe V,1379.2060,0.0040,3d3.(4P).4s 3P J=2,3d3.(2D2).4p 3F* J=2,1.7e+08,9.6e-03,NIST_ASD_v5.12;L3625;T6653c93,1763,Hu_et_al_2021,1379.2046,9.6e-03,5.92E+09
Ni V,1379.2110,0.0220,3d5.(2G2).4s 3G J=5,3d5.(2G2).4p 3H* J=4,1.12e+08,2.91e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2550,Webb_et_al_2025,1379.212,,
Ni V,1379.2110,0.0220,3d5.(2H).4s 3H J=4,3d5.(4F).4p 5G* J=5,1.07e+08,3.39e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2550,Webb_et_al_2025,1379.212,,
Ni V,1379.5500,0.0050,3d5.(2F1).4s 3F J=3,3d5.(2D3).4p 1D* J=2,2.03e+08,8.28e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1380.1120,0.0040,3d3.(4F).4s 5F J=1,3d3.(4F).4p 5D* J=1,2.0e+09,1.9e-01,NIST_ASD_v5.12;L3625;T6653c93,3200,Hu_et_al_2021,1380.1140,1.9e-01,7.25E+09
Ni V,1380.5080,0.0220,3d5.(4P).4s 3P J=1,3d5.(4P).4p 3P* J=0,3.56e+08,3.39e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1380.5080,0.0220,3d5.(4D).4s 3D J=1,3d5.(4D).4p 5P* J=1,2.58e+07,2.46e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1382.2700,0.0100,3d3.(2F).4s 3F J=3,3d3.(2F).4p 3G* J=3,1.8e+08,7.5e-03,NIST_ASD_v5.12;L2884;T6653c93,2112,Hu_et_al_2021,1382.2640,7.5e-03,2.95E+09
Fe V,1382.4140,0.0040,3d3.(2P).4s 3P J=2,3d3.(4P).4p 3D* J=2,2.8e+08,1.57e-02,NIST_ASD_v5.12;L3625;T6653c93,3007,Hu_et_al_2021,1382.4192,1.6e-02,6.41E+09
Fe V,1382.5600,0.0040,3d3.(2P).4s 3P J=2,3d3.(4P).4p 3D* J=1,9.6e+07,5.6e-03,NIST_ASD_v5.12;L3625;T6653c93,2955,Hu_et_al_2021,1382.5606,5.6e-03,6.49E+09
Ni V,1383.0120,0.0050,3d5.(2G2).4s 3G J=5,3d5.(4F).4p 5F* J=5,2.43e+07,6.35e-04,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1383.4840,0.0130,3d5.(4D).4s 5D J=3,3d5.(4P).4p 5S* J=2,1.16e+08,4.76e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1384.0550,0.0040,3d3.(2P).4s 3P J=1,3d3.(4P).4p 3D* J=2,5.85e+08,5.6e-02,NIST_ASD_v5.12;L3625;T6653c93,2887,Hu_et_al_2021,1384.0585,5.6e-02,6.41E+09
Fe V,1384.2010,0.0040,3d3.(2P).4s 3P J=1,3d3.(4P).4p 3D* J=1,5.1e+08,4.8e-02,NIST_ASD_v5.12;L3625;T6653c93,2835,Hu_et_al_2021,1384.2003,4.8e-02,6.49E+09
Fe V,1384.6880,0.0040,3d3.(4F).4s 5F J=3,3d3.(4F).4p 5F* J=2,2.2e+08,8.9e-03,NIST_ASD_v5.12;L3625;T6653c93,3081,Hu_et_al_2021,1384.6837,8.9e-03,6.02E+09
Ni V,1384.8710,0.0020,3d5.(2I).4s 1I J=6,3d5.(2I).4p 3I* J=5,1.88e+09,4.15e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Fe V,1385.3130,0.0040,3d3.(4F).4s 5F J=1,3d3.(4F).4p 5D* J=0,9.3e+08,8.9e-02,NIST_ASD_v5.12;L3625;T6653c93,3108,Hu_et_al_2021,1385.3120,8.9e-02,8.40E+09
Fe V,1385.6850,0.0070,3d3.(2F).4s 3F J=2,3d3.(2F).4p 3G* J=3,5.8e+09,3.4e-01,NIST_ASD_v5.12;L3625;T6653c93,1965,Hu_et_al_2021,1385.6810,3.4e-01,2.95E+09
Fe V,1385.6850,0.0070,3d3.(4F).4s 5F J=2,3d3.(4F).4p 5D* J=1,6.9e+08,4.0e-02,NIST_ASD_v5.12;L3625;T6653c93,1965,Hu_et_al_2021,1385.6810,3.4e-01,2.95E+09
Ni V,1385.9190,0.0220,3d5.(2I).4s 1I J=6,3d5.(2I).4p 3K* J=7,9.88e+08,2.19e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1386.4670,0.0040,3d3.(4F).4s 5F J=5,3d3.(4F).4p 5F* J=4,6.2e+07,1.6e-03,NIST_ASD_v5.12;L3625;T6653c93,2105,Hu_et_al_2021,1386.4670,1.6e-03,3.85E+09
Fe V,1387.0920,0.0070,3d3.(4P).4s 5P J=2,3d3.(4P).4p 5D* J=3,5.0e+09,2.9e-01,NIST_ASD_v5.12;L3625;T6653c93,2911,Hu_et_al_2021,1387.0940,2.9e-01,1.54E+09
Fe V,1387.0920,0.0070,3d3.(4P).4s 3P J=1,3d3.(2P).4p 3D* J=2,8.0e+08,7.7e-02,NIST_ASD_v5.12;L3625;T6653c93,2911,Hu_et_al_2021,1387.0940,2.9e-01,1.54E+09
Ni V,1387.1700,0.0050,3d5.(2G2).4s 1G J=4,3d5.(2G2).4p 1G* J=4,7.83e+08,2.51e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1387.9380,0.0040,3d3.(2H).4s 3H J=6,3d3.(2H).4p 3I* J=7,1.4e+10,3.2e-01,NIST_ASD_v5.12;L3625;T6653c93,,,,,
Fe V,1388.0400,0.0040,3d3.(4F).4s 3F J=2,3d3.(4F).4p 3F* J=3,2.5e+08,1.5e-02,NIST_ASD_v5.12;L3625;T6653c93,3359,Hu_et_al_2021,1388.0401,1.5e-02,5.10E+09
Fe V,1388.1950,0.0040,3d3.(4P).4s 5P J=1,3d3.(4P).4p 3P* J=1,1.1e+09,1.09e-01,NIST_ASD_v5.12;L3625;T6653c93,3543,Hu_et_al_2021,1388.1938,1.1e-01,2.12E+09
Fe V,1388.3280,0.0040,3d3.(4P).4s 5P J=1,3d3.(4P).4p 5D* J=2,2.0e+09,1.9e-01,NIST_ASD_v5.12;L3625;T6653c93,3033,Hu_et_al_2021,1388.3235,1.9e-01,1.85E+09
Ni V,1388.8760,0.0220,3d5.(4F).4s 3F J=3,3d5.(2G2).4p 3H* J=4,3.47e+08,1.44e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1389.0000,0.0040,3d3.(2G).4s 3G J=3,3d3.(2G).4p 3F* J=3,2.0e+09,8.1e-02,NIST_ASD_v5.12;L3625;T6653c93,2922,Hu_et_al_2021,1389.0048,8.1e-02,6.25E+09
Ni V,1389.0440,0.0050,3d5.(4P).4s 3P J=1,3d5.(4P).4p 3P* J=1,5.49e+08,5.30e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1389.4440,0.0060,3d5.(4D).4s 5D J=4,3d5.(4G).4p 5F* J=4,6.70e+08,2.16e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1389.7620,0.0040,3d3.(4F).4s 5F J=2,3d3.(4F).4p 5D* J=3,3.9e+07,2.3e-03,NIST_ASD_v5.12;L3625;T6653c93,2666,Hu_et_al_2021,1389.7693,2.3e-03,6.76E+09
Fe V,1390.7130,0.0040,3d3.(2P).4s 3P J=2,3d3.(4P).4p 3D* J=3,3.6e+08,2.1e-02,NIST_ASD_v5.12;L3625;T6653c93,2769,Hu_et_al_2021,1390.7138,2.1e-02,5.62E+09
Ni V,1390.9190,0.0060,3d5.(4P).4s 3P J=2,3d5.(4P).4p 3P* J=2,2.06e+09,1.19e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3877,Webb_et_al_2025,1390.917,,
Fe V,1390.9720,0.0040,3d3.(2D2).4s 1D J=2,3d3.(2H).4p 3G* J=3,4.1e+08,2.3e-02,NIST_ASD_v5.12;L3625;T6653c93,2657,Hu_et_al_2021,1390.9690,2.3e-02,8.00E+09
Ni V,1391.6700,0.0060,3d5.(2F2).4s 3F J=4,3d5.(2G2).4p 1G* J=4,6.81e+08,2.20e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1392.2690,0.0040,3d3.(4P).4s 3P J=2,3d3.(2P).4p 3D* J=3,4.2e+08,2.4e-02,NIST_ASD_v5.12;L3625;T6653c93,2392,Hu_et_al_2021,1392.2725,2.4e-02,5.65E+09
Ni V,1392.4830,0.0130,3d5.(2F1).4s 1F J=3,3d5.(2F1).4p 1G* J=4,2.32e+09,9.64e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",1774,Webb_et_al_2025,1392.494,,
Fe V,1392.9410,0.0040,3d3.(4P).4s 5P J=2,3d3.(4P).4p 3P* J=1,1.4e+08,7.9e-03,NIST_ASD_v5.12;L3625;T6653c93,3334,Hu_et_al_2021,1392.9400,7.9e-03,2.12E+09
Fe V,1393.0730,0.0040,3d3.(4P).4s 5P J=2,3d3.(4P).4p 5D* J=2,1.3e+09,7.4e-02,NIST_ASD_v5.12;L3625;T6653c93,2824,Hu_et_al_2021,1393.0706,7.4e-02,1.85E+09
Fe V,1394.2720,0.0040,3d3.(2G).4s 3G J=4,3d3.(2G).4p 3F* J=3,3.2e+09,1.05e-01,NIST_ASD_v5.12;L3625;T6653c93,2697,Hu_et_al_2021,1394.2712,1.0e-01,6.25E+09
Ni V,1394.3750,0.0220,3d5.(4D).4s 5D J=4,3d5.(4G).4p 5F* J=5,4.78e+08,1.55e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1394.5990,0.0040,3d3.(4P).4s 5P J=1,3d3.(4P).4p 5D* J=0,4.8e+08,4.6e-02,NIST_ASD_v5.12;L3625;T6653c93,2555,Hu_et_al_2021,1394.6013,4.6e-02,2.18E+09
Fe V,1394.6650,0.0040,3d3.(2G).4s 3G J=3,3d3.(2G).4p 3F* J=2,2.8e+09,1.19e-01,NIST_ASD_v5.12;L3625;T6653c93,3206,Hu_et_al_2021,1394.6686,1.2e-01,5.92E+09
Fe V,1395.4420,0.0040,3d3.(2P).4s 3P J=2,3d3.(2P).4p 3S* J=1,3.9e+08,2.3e-02,NIST_ASD_v5.12;L3625;T6653c93,3104,Hu_et_al_2021,1395.4411,2.3e-02,7.30E+09
Fe V,1397.1060,0.0040,3d3.(2P).4s 3P J=1,3d3.(2P).4p 3S* J=1,1.2e+09,1.16e-01,NIST_ASD_v5.12;L3625;T6653c93,2984,Hu_et_al_2021,1397.1115,1.2e-01,7.30E+09
Ni V,1397.5520,0.0220,3d5.(4P).4s 3P J=1,3d5.(4P).4p 3P* J=2,6.35e+08,6.19e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1397.7530,0.0040,3d3.(2P).4s 3P J=1,3d3.(2D2).4p 3F* J=2,5.25e+08,5.1e-02,NIST_ASD_v5.12;L3625;T6653c93,2347,Hu_et_al_2021,1397.7545,5.1e-02,5.92E+09
Fe V,1397.9720,0.0040,3d3.(4P).4s 5P J=3,3d3.(4P).4p 5D* J=3,1.5e+09,6.2e-02,NIST_ASD_v5.12;L3625;T6653c93,2215,Hu_et_al_2021,1397.9730,6.2e-02,1.54E+09
Fe V,1398.1660,0.0040,3d3.(4F).4s 5F J=3,3d3.(4F).4p 5D* J=3,7.14e+07,3.0e-03,NIST_ASD_v5.12;L3625;T6653c93,2172,Hu_et_al_2021,1398.1624,3.0e-03,6.76E+09
Fe V,1400.2430,0.0040,3d3.(4F).4s 3F J=2,3d3.(4F).4p 3F* J=2,3.7e+09,2.2e-01,NIST_ASD_v5.12;L3625;T6653c93,2608,Hu_et_al_2021,1400.2370,2.2e-01,5.10E+09
Fe V,1401.5350,0.0040,3d3.(2P).4s 3P J=1,3d3.(2D2).4p 1P* J=1,9.0e+07,8.9e-03,NIST_ASD_v5.12;L3625;T6653c93,2618,Hu_et_al_2021,1401.5384,8.9e-03,6.90E+09
Fe V,1402.3880,0.0070,3d3.(4F).4s 3F J=3,3d3.(4F).4p 3F* J=3,5.1e+09,2.2e-01,NIST_ASD_v5.12;L3625;T6653c93,2425,Hu_et_al_2021,1402.3910,3.2e-01,1.80E+09
Fe V,1402.3880,0.0070,3d3.(2H).4s 3H J=5,3d3.(2H).4p 3I* J=6,1.2e+10,3.2e-01,NIST_ASD_v5.12;L3625;T6653c93,2425,Hu_et_al_2021,1402.3910,3.2e-01,1.80E+09
Fe V,1403.3700,0.0070,3d3.(2G).4s 3G J=4,3d3.(2G).4p 3F* J=4,1.8e+09,5.8e-02,NIST_ASD_v5.12;L3625;T6653c93,2021,Hu_et_al_2021,1403.3697,5.8e-02,6.67E+09
Fe V,1403.3700,0.0070,3d3.(2G).4s 1G J=4,3d3.(2H).4p 3H* J=5,,,NIST_ASD_v5.12;L3625,2021,Hu_et_al_2021,1403.3697,5.8e-02,6.67E+09
Fe V,1404.0480,0.0040,3d3.(4P).4s 5P J=3,3d3.(4P).4p 5D* J=2,9.5e+07,4.1e-03,NIST_ASD_v5.12;L3625;T6653c93,2128,Hu_et_al_2021,1404.0438,4.1e-03,1.85E+09
Fe V,1404.2600,0.0040,3d3.(4P).4s 3P J=0,3d3.(2P).4p 3D* J=1,6.3e+08,1.8e-01,NIST_ASD_v5.12;L3625;T6653c93,1970,Hu_et_al_2021,1404.2589,1.8e-01,5.29E+09
Fe V,1406.6690,0.0040,3d3.(4F).4s 3F J=4,3d3.(4F).4p 3F* J=4,7.6e+09,2.52e-01,NIST_ASD_v5.12;L3625;T6653c93,2222,Hu_et_al_2021,1406.6710,2.5e-01,5.10E+09
Fe V,1406.8240,0.0040,3d3.(2D2).4s 3D J=3,3d3.(2D2).4p 3F* J=4,7.1e+09,3.0e-01,NIST_ASD_v5.12;L3625;T6653c93,2157,Hu_et_al_2021,1406.8220,3.0e-01,5.65E+09
Fe V,1407.0070,0.0040,3d3.(2D2).4s 3D J=1,3d3.(4P).4p 3D* J=1,3.9e+08,3.8e-02,NIST_ASD_v5.12;L3625;T6653c93,3312,Hu_et_al_2021,1407.0098,3.8e-02,6.49E+09
Fe V,1407.2460,0.0040,3d3.(2H).4s 1H J=5,3d3.(2H).4p 1I* J=6,1.2e+10,3.2e-01,NIST_ASD_v5.12;L3625;T6653c93,2471,Hu_et_al_2021,1407.2470,3.2e-01,4.98E+09
Fe V,1407.5680,0.0040,3d3.(2H).4s 3H J=6,3d3.(2H).4p 3I* J=6,9.e+07,2.0e-03,NIST_ASD_v5.12;L3625;T9277,2209,Hu_et_al_2021,1407.5640,2.0e-03,1.80E+09
Fe V,1408.1170,0.0040,3d3.(4F).4s 5F J=2,3d3.(4F).4p 3D* J=1,1.3e+09,7.8e-02,NIST_ASD_v5.12;L3625;T6653c93,1343,Hu_et_al_2021,1408.1190,7.8e-02,4.72E+09
Fe V,1408.8010,0.0040,3d3.(2H).4s 1H J=5,3d3.(2H).4p 3G* J=5,6.0e+08,1.7e-02,NIST_ASD_v5.12;L3625;T6653c93,2823,Hu_et_al_2021,1408.7993,1.7e-02,8.20E+09
Fe V,1409.0260,0.0040,3d3.(4F).4s 5F J=3,3d3.(4F).4p 5D* J=2,3.2e+09,1.33e-01,NIST_ASD_v5.12;L3625;T6653c93,1409,Hu_et_al_2021,1409.0254,1.3e-01,5.85E+09
Fe V,1409.2200,0.0040,3d3.(4F).4s 5F J=4,3d3.(4F).4p 5D* J=3,5.4e+09,1.8e-01,NIST_ASD_v5.12;L3625;T6653c93,1537,Hu_et_al_2021,1409.2236,1.8e-01,6.76E+09
Fe V,1409.4510,0.0040,3d3.(4F).4s 5F J=5,3d3.(4F).4p 5D* J=4,7.8e+09,2.13e-01,NIST_ASD_v5.12;L3625;T6653c93,1628,Hu_et_al_2021,1409.4510,2.1e-01,7.52E+09
Fe V,1409.7230,0.0040,3d3.(4P).4s 3P J=1,3d3.(2P).4p 3D* J=1,3.12e+08,3.1e-02,NIST_ASD_v5.12;L3625;T6653c93,1716,Hu_et_al_2021,1409.7226,3.1e-02,5.29E+09
Fe V,1409.8460,0.0040,3d3.(2G).4s 3G J=4,3d3.(2G).4p 3G* J=5,1.9e+09,6.3e-02,NIST_ASD_v5.12;L3625;T6653c93,2845,Hu_et_al_2021,1409.8484,6.3e-02,7.58E+09
Fe V,1411.0690,0.0040,3d3.(4P).4s 3P J=1,3d3.(2D2).4p 3P* J=2,1.6e+08,1.6e-02,NIST_ASD_v5.12;L3625;T6653c93,3620,Hu_et_al_2021,1411.0703,1.6e-02,4.67E+09
Fe V,1411.5660,0.0040,3d3.(2G).4s 3G J=5,3d3.(2G).4p 3F* J=4,2.7e+09,7.4e-02,NIST_ASD_v5.12;L3625;T6653c93,1609,Hu_et_al_2021,1411.5675,7.4e-02,6.67E+09
Fe V,1414.8320,0.0040,3d3.(4F).4s 3F J=3,3d3.(4F).4p 3F* J=2,7.0e+08,3.0e-02,NIST_ASD_v5.12;L3625;T6653c93,1764,Hu_et_al_2021,1414.8320,3.0e-02,5.10E+09
Fe V,1415.1460,0.0040,3d3.(2G).4s 3G J=3,3d3.(2G).4p 3G* J=4,1.07e+09,4.6e-02,NIST_ASD_v5.12;L3625;T6653c93,2593,Hu_et_al_2021,1415.1381,4.6e-02,7.46E+09
Fe V,1415.1960,0.0040,3d3.(2H).4s 3H J=4,3d3.(2H).4p 3I* J=5,9.9e+09,3.3e-01,NIST_ASD_v5.12;L3625;T6653c93,1602,Hu_et_al_2021,1415.2028,3.3e-01,2.11E+09
Fe V,1416.2190,0.0040,3d3.(2D2).4s 1D J=2,3d3.(2D2).4p 1F* J=3,4.3e+09,2.6e-01,NIST_ASD_v5.12;L3625;T6653c93,2396,Hu_et_al_2021,1416.2196,2.6e-01,9.26E+09
Fe V,1416.8320,0.0040,3d3.(2H).4s 3H J=5,3d3.(2H).4p 3I* J=5,5.0e+07,1.4e-03,NIST_ASD_v5.12;L3625;T6653c93,2137,Hu_et_al_2021,1416.8290,1.4e-03,2.11E+09
Fe V,1417.0010,0.0040,3d3.(2D2).4s 3D J=3,3d3.(2P).4p 3F* J=3,3.2e+08,1.4e-02,NIST_ASD_v5.12;L3625;T6653c93,2427,Hu_et_al_2021,1417.0030,1.4e-02,6.62E+09
Fe V,1418.1230,0.0040,3d3.(2G).4s 3G J=5,3d3.(2G).4p 3G* J=5,6.6e+09,1.8e-01,NIST_ASD_v5.12;L3625;T6653c93,2433,Hu_et_al_2021,1418.1223,1.8e-01,7.58E+09
Fe V,1419.2930,0.0060,3d3.(2D2).4s 3D J=2,3d3.(2P).4p 3F* J=3,3.1e+09,1.9e-01,"NIST_ASD_v5.12;L7183,L11803;T6653c93",,,,,
Fe V,1420.1240,0.0040,3d3.(4P).4s 5P J=1,3d3.(4P).4p 5D* J=1,9.6e+08,9.8e-02,NIST_ASD_v5.12;L3625;T6653c93,1581,Hu_et_al_2021,1420.1161,9.8e-02,2.09E+09
Fe V,1420.4190,0.0100,3d3.(4F).4s 3F J=4,3d3.(4F).4p 3F* J=3,8.05e+08,2.7e-02,NIST_ASD_v5.12;L2884;T6653c93,1509,Hu_et_al_2021,1420.4180,2.7e-02,5.10E+09
Fe V,1420.4650,0.0070,3d3.(4P).4s 5P J=2,3d3.(4P).4p 3P* J=2,1.4e+09,8.1e-02,NIST_ASD_v5.12;L3625;T6653c93,1758,Hu_et_al_2021,1420.4765,8.1e-02,2.60E+09
Fe V,1420.6020,0.0040,3d3.(2G).4s 3G J=4,3d3.(2G).4p 3G* J=4,4.0e+09,1.32e-01,NIST_ASD_v5.12;L3625;T6653c93,2368,Hu_et_al_2021,1420.6049,1.3e-01,7.46E+09
Fe V,1420.7490,0.0040,3d3.(2P).4s 3P J=2,3d3.(2P).4p 3D* J=2,4.4e+08,2.7e-02,NIST_ASD_v5.12;L3625;T6653c93,2799,Hu_et_al_2021,1420.7486,2.7e-02,5.21E+09
Fe V,1421.0160,0.0040,3d3.(2D2).4s 3D J=1,3d3.(2D2).4p 3F* J=2,9.5e+08,9.4e-02,NIST_ASD_v5.12;L3625;T6653c93,2824,Hu_et_al_2021,1421.0167,9.4e-02,5.92E+09
Fe V,1421.9810,0.0040,3d3.(2D2).4s 3D J=3,3d3.(4P).4p 3D* J=2,5.5e+07,2.4e-03,NIST_ASD_v5.12;L3625;T6653c93,2275,Hu_et_al_2021,1421.9775,2.4e-03,6.41E+09
Fe V,1422.4810,0.0040,3d3.(2P).4s 3P J=1,3d3.(2P).4p 3D* J=2,1.6e+09,1.6e-01,NIST_ASD_v5.12;L3625;T6653c93,2679,Hu_et_al_2021,1422.4802,1.6e-01,5.21E+09
Fe V,1424.2920,0.0060,3d3.(2D2).4s 3D J=2,3d3.(4P).4p 3D* J=2,,,"NIST_ASD_v5.12;L7183,L11803",,,,,
Fe V,1425.0880,0.0040,3d3.(4P).4s 5P J=2,3d3.(4P).4p 5D* J=1,4.8e+08,2.9e-02,NIST_ASD_v5.12;L3625;T6653c93,1372,Hu_et_al_2021,1425.0834,2.9e-02,2.09E+09
Fe V,1426.4320,0.0040,3d3.(4P).4s 3P J=2,3d3.(2P).4p 3D* J=1,1.7e+07,1.0e-03,NIST_ASD_v5.12;L3625;T6653c93,713,Hu_et_al_2021,1426.4346,1.0e-03,5.29E+09
Fe V,1427.8150,0.0040,3d3.(4P).4s 3P J=2,3d3.(2D2).4p 3P* J=2,4.2e+08,2.6e-02,NIST_ASD_v5.12;L3625;T6653c93,2617,Hu_et_al_2021,1427.8145,2.6e-02,4.67E+09
Fe V,1428.0900,0.0040,3d3.(4P).4s 5P J=1,3d3.(4P).4p 3P* J=0,4.0e+08,4.1e-02,NIST_ASD_v5.12;L3625;T6653c93,1245,Hu_et_al_2021,1428.0960,4.1e-02,1.89E+09
Fe V,1429.0040,0.0040,3d3.(2G).4s 3G J=5,3d3.(2G).4p 3G* J=4,2.0e+09,5.5e-02,NIST_ASD_v5.12;L3625;T6653c93,1956,Hu_et_al_2021,1429.0058,5.5e-02,7.46E+09
Fe V,1429.3300,0.0040,3d3.(2D2).4s 1D J=2,3d3.(2D2).4p 3P* J=1,7.8e+07,4.8e-03,NIST_ASD_v5.12;L3625;T6653c93,2362,Hu_et_al_2021,1429.3300,4.8e-03,7.94E+09
Fe V,1429.4720,0.0040,3d3.(2G).4s 3G J=3,3d3.(2G).4p 3G* J=3,3.6e+09,1.6e-01,NIST_ASD_v5.12;L3625;T6653c93,1730,Hu_et_al_2021,1429.4691,1.6e-01,7.63E+09
Fe V,1430.3090,0.0040,3d3.(2F).4s 1F J=3,3d3.(2F).4p 1D* J=2,3.2e+09,1.4e-01,NIST_ASD_v5.12;L3625;T6653c93,2449,Hu_et_al_2021,1430.3130,1.4e-01,4.78E+09
Fe V,1430.5730,0.0040,3d3.(4F).4s 5F J=5,3d3.(4F).4p 5G* J=6,1.1e+10,3.2e-01,NIST_ASD_v5.12;L3625;T6653c93,3207,Hu_et_al_2021,1430.5730,3.2e-01,8.70E+08
Fe V,1430.7510,0.0040,3d3.(2D2).4s 3D J=3,3d3.(4P).4p 3D* J=3,1.8e+09,7.7e-02,NIST_ASD_v5.12;L3625;T6653c93,2037,Hu_et_al_2021,1430.7552,7.7e-02,5.62E+09
Fe V,1431.8910,0.0040,3d3.(4P).4s 5P J=3,3d3.(4P).4p 3P* J=2,1.6e+08,7.2e-03,NIST_ASD_v5.12;L3625;T6653c93,1062,Hu_et_al_2021,1431.8875,7.2e-03,2.60E+09
Fe V,1432.9360,0.0070,3d3.(4P).4s 3P J=1,3d3.(2P).4p 1D* J=2,2.1e+08,2.1e-02,NIST_ASD_v5.12;L3625;T6653c93,2563,Hu_et_al_2021,1432.9345,2.1e-02,2.29E+09
Fe V,1432.9360,0.0070,3d3.(2D2).4s 1D J=2,3d3.(2P).4p 3P* J=2,1.6e+07,1.0e-03,NIST_ASD_v5.12;L3625;T6653c93,2563,Hu_et_al_2021,1432.9345,2.1e-02,2.29E+09
Fe V,1433.1370,0.0180,3d4 3P2 J=0,3d4 1D1 J=2,2.8e-01,8.5e-11,NIST_ASD_v5.12;T9277,,,,,
