line_id,species,lambda0_ang,q_cm1,lambda0_unc_ang,converged,flags,lambda_obs,sigma_lambda_obs,depth,width,depth_err,chi2_local,reduced_chi2_local,dof_local,n_components,best_k,delta_bic_vs_k1,asymmetry,snr,window_contam
line_0148,Fe V,1357.8549,3657,0.004,True,BLEND_RESOLVED,1357.9212233282292,0.004807065786179931,0.07570543995260803,0.0342470135529558,0.008198083344662722,170.0555822693035,1.7714123153052448,96.0,3.0,3.0,129.43031670673872,0.09244482014883171,9.234529190520524,0.6666666666666666
line_0149,Fe V,1358.384,2416,0.004,True,BLEND_RESOLVED,1358.3858025941208,0.014831229376815296,0.0683136013076328,0.1068434643393842,0.007128501271695151,151.17675830041046,1.5270379626304087,99.0,2.0,2.0,7.003989600016126,0.0304390185584517,9.583164637829668,0.3333333333333333
line_0151,Fe V,1359.006,3043,0.004,True,BLEND_RESOLVED,1359.1130948344073,0.002054321100539078,0.17689278026620733,0.017804590181146603,0.017334497342843837,351.8902580300569,3.5907169186740497,98.0,2.0,2.0,52.65370847492909,0.3547998492482379,10.204667419400748,0.3333333333333333
line_0158,Fe V,1364.8201,2960,0.004,True,BLEND_RESOLVED,1364.9257838464991,0.002218371378012953,0.1306593677321284,0.02571500657547926,0.008500324480568207,348.6788416195838,3.6320712668706645,96.0,3.0,3.0,1263.138930961929,0.38721405801494607,15.371103542084366,0.6666666666666666
line_0161,Fe V,1370.3038,1606,0.004,True,,1370.5431364360736,0.014203053163946279,0.7470857520673514,0.49999999999999994,0.09441224945451757,304.58381551180526,3.0458381551180524,100.0,1.0,1.0,0.0,0.1943565766568874,7.913017181390797,0.0
line_0163,Fe V,1371.9858,2311,0.004,True,BLEND_MODELED,1372.0944619918778,0.004934547406971126,0.11478984664265839,0.05202020636997821,0.009988723198300664,320.99877232266505,3.3437372116944277,96.0,3.0,3.0,534.569867458036,0.12028360245206195,11.491943901517569,0.6666666666666666
line_0164,Fe V,1372.6536,2112,0.004,True,,1372.788293411269,0.008662390960897824,0.5467047404192401,0.49999999999996025,0.09999963515452284,135.68127877982613,1.3568127877982612,100.0,1.0,1.0,0.0,0.08280148544005118,5.467067350540363,0.0
line_0174,Fe V,1380.114,3200,0.004,True,,1380.2190872906788,0.0011087035030919942,0.2320222348443583,0.018012891760704867,0.011978558061169011,222.98965281848777,2.2298965281848777,100.0,1.0,1.0,0.0,0.4594792163009122,19.369796736763057,0.0
line_0178,Fe V,1384.6837,3081,0.004,True,,1384.7781766799164,0.011722785302414029,0.5648091971427172,0.49999999999943434,0.10782982403976246,139.08075702739512,1.3908075702739513,100.0,1.0,1.0,0.0,0.021196768390547346,5.2379682724367855,0.0
line_0184,Fe V,1389.0048,2922,0.004,True,,1389.1347637266738,0.01242545256752555,0.30184732771244843,0.2546869912768219,0.0341533373914141,498.224753453582,4.98224753453582,100.0,1.0,1.0,0.0,0.3877255743583335,8.838003860446465,0.0
line_0185,Fe V,1390.7138,2769,0.004,True,BLEND_RESOLVED,1390.7657334049181,0.011364417996204367,0.22705831740393626,0.11321937572457695,0.03807683669306873,162.71064035428984,1.6949025036905192,96.0,3.0,3.0,39.460141204050814,0.0574824536824834,5.963161258226804,0.6666666666666666
line_0186,Ni V,1390.917,3877,0.006,True,BLEND_MODELED,1391.0074773778802,0.014463123359642841,0.1253354723941818,0.1000579024983492,0.01786669316099266,152.2825476738527,1.5699231718953885,97.0,3.0,3.0,33.63559634408074,0.10908608707963634,7.0150346941548,0.6666666666666666
line_0187,Fe V,1390.969,2657,0.004,True,BLEND_RESOLVED,1391.0132901707498,0.006151389591654847,0.09159341169002337,0.06930208157278232,0.006269778990838065,91.37342949478617,0.9518065572373559,96.0,3.0,3.0,383.53434644781476,0.07487983976064654,14.608714569344064,0.6666666666666666
line_0189,Fe V,1392.94,3334,0.004,True,BLEND_RESOLVED,1393.0365805843712,0.0067614411277059795,0.0677386549839032,0.04145062388643189,0.00793602781104671,221.26978186354137,2.281131771789086,97.0,3.0,3.0,141.56509628825643,0.00917489438758489,8.53558689519876,0.6666666666666666
line_0190,Fe V,1393.0706,2824,0.004,True,,1393.181285731075,0.009247255497393596,0.11320289604253551,0.1359712388842965,0.006750978518118083,324.6752365171179,3.2467523651711794,100.0,1.0,1.0,0.0,0.007667778480618758,16.768368576307097,0.0
line_0191,Fe V,1394.2712,2697,0.004,True,BLEND_RESOLVED,1394.3835401575436,0.002028680316257529,0.16792383099999186,0.017592536859960314,0.015729770267896084,421.65150280611107,4.302566355164399,98.0,2.0,2.0,715.8507157736162,0.1966531422049422,10.675542499353508,0.3333333333333333
line_0192,Fe V,1394.6013,2555,0.004,True,BLEND_RESOLVED,1394.7800433561858,0.0012705516442350388,0.17119210790654815,0.01950047193290112,0.008633605221586686,150.6763294969417,1.5695450989264759,96.0,3.0,3.0,703.0299967235837,0.023302701950156116,19.82857722965082,0.6666666666666666
line_0194,Fe V,1395.4411,3104,0.004,True,,1395.5763440596002,0.005169371564405539,0.03286346568565634,0.025400397316047187,0.005903337315990916,89.14776230979024,0.8914776230979023,100.0,1.0,1.0,0.0,0.16602331422118255,5.566930013745958,0.0
line_0196,Fe V,1397.973,2215,0.004,True,BLEND_RESOLVED,1398.0815964450496,0.002340669752169367,0.10338559582279781,0.018159895102793432,0.009881113479420346,179.06150988232392,1.8652240612742075,96.0,3.0,3.0,1575.7754612791027,0.1543796921957642,10.462949953780178,0.6666666666666666
line_0197,Fe V,1398.1624,2172,0.004,True,BLEND_RESOLVED,1398.309014904542,0.0008845885712938518,0.2626360358905073,0.019427506404274215,0.009682824081452324,180.03910587310781,1.8371337333990594,98.0,2.0,2.0,1690.286004967437,0.25911633229136555,27.12390865321955,0.3333333333333333
line_0198,Fe V,1401.5384,2618,0.004,True,,1401.800633230322,0.01880560485770939,0.666014919578176,0.49999999999961187,0.10074769761134679,141.8891471791518,1.418891471791518,100.0,1.0,1.0,0.0,0.29244157002115234,6.610720992825603,0.0
line_0199,Fe V,1404.0438,2128,0.004,True,BLEND_MODELED,1404.2001666147187,0.004629252350471462,0.2523872091047722,0.1046062818494549,0.008543320938206889,123.68174353259698,1.2883514951312185,96.0,3.0,3.0,103.70940611794737,0.062197423089042365,29.542049389255926,0.6666666666666666
line_0204,Fe V,1407.247,2471,0.004,True,BLEND_RESOLVED,1407.3586653659286,0.0008176380921166512,0.33825206365100663,0.023398085167569572,0.00966827701695079,199.2567741834417,2.0755913977441844,96.0,3.0,3.0,3171.779537786062,0.24828338982257647,34.98576458431738,0.6666666666666666
line_0206,Fe V,1408.119,1343,0.004,True,,1408.2332423211383,0.001141686186366757,0.1878554693655625,0.021067208737145415,0.00858911660810261,134.5960445071471,1.345960445071471,100.0,1.0,1.0,0.0,0.045745250251967066,21.87133764004875,0.0
line_0207,Fe V,1408.7993,2823,0.004,True,BLEND_RESOLVED,1408.9047233364718,0.00458364681927489,0.06265133542343486,0.019371224041736163,0.010889628208573933,226.4538332338247,2.334575600348708,97.0,3.0,3.0,1432.0609401900651,0.09861153761280274,5.75330343914831,0.6666666666666666
line_0217,Fe V,1416.829,2137,0.004,True,BLEND_RESOLVED,1416.8632323362303,0.016400925136367876,0.18590816297349916,0.10843151781820914,0.028601772678729546,150.29566743498657,1.5655798691144434,96.0,3.0,3.0,58.35086961904378,0.03863507342520321,6.499882544404481,0.6666666666666666
line_0218,Fe V,1417.003,2427,0.004,True,BLEND_MODELED,1417.0999200089188,0.006695318081526555,0.4010392706048844,0.14148409118271277,0.022255591377847102,105.24846469077433,1.0963381738622326,96.0,3.0,3.0,168.45446117772886,0.1388959790650164,18.01970856654356,0.6666666666666666
line_0222,Fe V,1420.7486,2799,0.004,True,BLEND_RESOLVED,1420.7142262967855,0.001974523655421349,0.21304852579361958,0.028703161230667,0.012149771962391972,305.9461063210889,3.1869386075113426,96.0,3.0,3.0,860.8079248511103,0.09406936995218376,17.535187199651432,0.6666666666666666
line_0226,Fe V,1425.0834,1372,0.004,True,BLEND_MODELED,1425.162282473169,0.010707978800791386,0.5639908682583296,0.3252060056423956,0.07355106176889499,139.00173468148932,1.4183850477702993,98.0,2.0,2.0,119.31028010477195,0.11109975568305133,7.6680180366457105,0.3333333333333333
line_0227,Fe V,1426.4346,713,0.004,True,BLEND_RESOLVED,1426.7678906031608,0.007570699312188204,0.1597946439398686,0.11453883929104657,0.01089931055455822,317.58098319703174,3.240622277520732,98.0,2.0,2.0,576.4136704964335,0.02439219480210344,14.660986411937829,0.3333333333333333
line_0228,Fe V,1427.8145,2617,0.004,True,,1427.8225931905104,0.017047369326309677,0.727112568511016,0.49999999999999994,0.10021908705261237,384.0317683562947,3.8403176835629473,100.0,1.0,1.0,0.0,0.13616300584851002,7.255230414634501,0.0
line_0229,Fe V,1429.0058,1956,0.004,True,BLEND_RESOLVED,1429.1011170135923,0.00484836144321475,0.3475862737711866,0.10783187051597605,0.016199235441947284,316.967352983855,3.2677046699366494,97.0,3.0,3.0,216.7259994524739,0.21488490983009578,21.456955485141332,0.6666666666666666
line_0237,Fe V,1440.529,2780,0.004,True,BLEND_RESOLVED,1440.6409627122046,0.0010685206700128387,0.37136512499073787,0.023995114103291994,0.013089408292626756,453.6395070384754,4.725411531650786,96.0,3.0,3.0,561.157803063244,0.51146836489476,28.37142189230412,0.6666666666666666
line_0242,Fe V,1447.7045,3201,0.004,True,,1447.9986067229086,0.01577183869027129,0.7445069599046293,0.49999999999994305,0.10991949942462959,191.73509431588684,1.9173509431588684,100.0,1.0,1.0,0.0,0.23380125817373346,6.773201877753531,0.0
line_0258,Fe V,1461.054,2033,0.004,True,BLEND_MODELED,1461.1219101393044,0.01052088033748082,0.8867476086630813,0.49999541937770703,0.15564707760349275,413.6094214444839,4.308431473380041,96.0,3.0,3.0,5418.93062607323,0.08416844705913262,5.697168378079349,0.6666666666666666
line_0266,Fe V,1468.908,1420,0.004,True,BLEND_RESOLVED,1469.0236367032655,0.0012134390501266233,0.19694664949974586,0.02572940193871708,0.006833111323025391,266.3768871670256,2.774759241323183,96.0,3.0,3.0,1411.134996044536,0.03300076555188886,28.822397322300148,0.6666666666666666
line_0268,Fe V,1469.5986,3313,0.004,True,,1469.7941640710505,0.01543471713760255,0.5540465520804689,0.4999999999999482,0.10851388097082534,147.82296838243582,1.4782296838243583,100.0,1.0,1.0,0.0,0.15782245185303606,5.105766627491905,0.0
line_0271,Fe V,1472.098,2264,0.004,True,,1472.2171222335517,0.0011823944982562121,0.26340128193924167,0.024285302675706298,0.01063452211890364,327.5006547347969,3.275006547347969,100.0,1.0,1.0,0.0,0.05454612289470235,24.76851136272749,0.0
line_0274,Fe V,1474.2722,3111,0.004,True,,1474.6069812420005,0.017681606646505543,0.773916247517955,0.4999999999999897,0.1497389049769769,280.56462090640395,2.8056462090640393,100.0,1.0,1.0,0.0,0.22744631940421098,5.168438006388175,0.0
line_0275,Fe V,1475.305,1007,0.004,True,BLEND_MODELED,1475.4906165693712,0.010820507015489434,0.34192847570619506,0.18607877248714427,0.02113011783402641,260.2748944585197,2.655866269984895,98.0,2.0,2.0,3995.8123954539124,0.04119574020616719,16.18204301518746,0.3333333333333333
line_0276,Fe V,1475.6059,1800,0.004,True,,1475.8230941949953,0.018272207045984853,0.38472305655301703,0.2965409043326251,0.05313192630079577,441.25757472101395,4.36888687842588,101.0,1.0,1.0,0.0,0.10872011879748224,7.2409017202761365,0.0
line_0282,Fe V,1483.2574,1555,0.004,True,BLEND_RESOLVED,1483.3787100322777,0.0027296001999613548,0.11464144207081697,0.019560826181996283,0.013246343033091206,316.0824907717895,3.1927524320382776,99.0,2.0,2.0,33.437890417621134,0.3717998483854393,8.65457294775069,0.3333333333333333
line_0287,Fe V,1494.6412,1006,0.004,True,,1494.3620000000003,0.016876748333105093,0.3867168283958143,0.267341277077497,0.030802681682207192,185.3316802045159,1.834967130737781,101.0,1.0,1.0,0.0,1.3196301098715284,12.554648078553392,0.0
line_0290,Fe V,1499.2326,1684,0.004,True,BLEND_MODELED,1499.2670851034377,0.005779525181219147,0.883297173341131,0.49999999516435967,0.15920253750286942,246.99198105763315,2.546309083068383,97.0,3.0,3.0,12495.245120046693,0.18644724469188217,5.548260644559203,0.6666666666666666
line_0299,Fe V,1516.7993,2965,0.004,True,BLEND_RESOLVED,1516.812443015378,0.009488501035116217,0.1570071493240777,0.13789229260133784,0.013103006997651519,354.65051209782405,3.618882776508409,98.0,2.0,2.0,93.31357489599492,0.3506805726107983,11.982528083226883,0.3333333333333333
line_0300,Fe V,1519.5178,2044,0.004,True,BLEND_MODELED,1519.5475054864994,0.006847840803562927,0.781961075109347,0.4999913952119553,0.14350632313573763,133.03505549591452,1.357500566284842,98.0,2.0,2.0,604.8776457331542,0.05725140617709891,5.4489659969179005,0.3333333333333333
line_0302,Fe V,1530.4401,2013,0.004,True,BLEND_RESOLVED,1530.5614684218979,0.004637196460014277,0.11211804678522902,0.05301610233843667,0.007558198708411756,311.9505996187131,3.1831693838644197,98.0,2.0,2.0,667.9330218824473,0.010476032894748116,14.833963899420816,0.3333333333333333
