line_id,species,lambda_obs,sigma_lambda_obs,chi2,n_components
Fe V_1417.0030,Fe V,1416.5506830020456,0.0005248830128020841,141508.24355955678,1
Fe V_1418.1223,Fe V,1418.131327098317,0.0010859025339226564,2362.9528225239737,1
Fe V_1420.4180,Fe V,1420.692026175313,0.0035024383290423984,1927.527655621602,1
Fe V_1420.6049,Fe V,1420.7296999208681,0.0029184391792164087,1962.389758031746,1
Fe V_1420.7486,Fe V,1420.722328179885,0.003060013344467834,1930.0219724854933,1
Fe V_1421.0167,Fe V,1420.7276401340955,0.004675918125056024,1620.587942107782,1
Fe V_1421.9775,Fe V,1421.4892152171626,0.004321170163833274,797.7987236755747,1
Fe V_1422.4802,Fe V,1422.9656040719374,0.004474979383781164,1147.6720312476448,1
Fe V_1425.0834,Fe V,1425.6807999998546,103501430.00339225,29300.293731570797,1
Fe V_1426.4346,Fe V,1426.077076776723,0.004302969306372978,3247.0340094373933,1
Fe V_1427.8145,Fe V,1427.8073504202632,0.0011965830382602584,1285.5790593309143,1
Fe V_1429.0058,Fe V,1429.388969058805,0.005806355377157981,2841.1963069930175,1
Fe V_1429.3300,Fe V,1429.28567212559,0.0012988027623920871,4865.472151379336,1
Fe V_1429.4691,Fe V,1429.2909227898128,0.0018231580291417373,7686.793128481416,1
Fe V_1430.3130,Fe V,1430.2853089154542,0.002466838721336401,8754.107327563408,1
Fe V_1430.5730,Fe V,1430.2870888424065,0.0024391354409814847,6210.815782944504,1
Fe V_1430.7552,Fe V,1430.3101552415128,0.004280291178577218,7235.373486965776,1
Fe V_1431.8875,Fe V,1431.7313139412151,0.0015855680621347586,780.2472635526547,1
Fe V_1435.0474,Fe V,1435.0154797257421,0.0011936618378446697,1723.1636490376634,1
Fe V_1440.5290,Fe V,1440.5686955750405,0.0004112372766808645,262902.29822680977,1
Fe V_1440.7939,Fe V,1440.5687272965472,0.0004128220185834266,266360.8090500819,1
Fe V_1442.2167,Fe V,1441.8897726955918,0.0,198558.73309244117,1
Fe V_1443.1662,Fe V,1442.7230360097692,0.0018596838960546961,32311.607297367722,1
Fe V_1446.2860,Fe V,1446.3446862803187,0.0008107476596440378,2718.3416701654787,1
Fe V_1447.7045,Fe V,1447.3882013556333,0.001399862205398073,29124.4097846021,1
Fe V_1448.8487,Fe V,1448.7843299431995,0.0009627305260372272,9584.61510577346,1
Fe V_1449.9290,Fe V,1450.0895240599912,0.0017951848164590165,1702.3420485098422,1
Fe V_1451.1020,Fe V,1451.0768894547216,0.0003832938114595321,230148.42409504266,1
Fe V_1451.2660,Fe V,1451.0768858428862,0.00038485069148479906,230678.8125437199,1
Fe V_1453.6160,Fe V,1453.8814685262785,0.0007502325425611214,14226.161620729337,1
Fe V_1454.2410,Fe V,1453.8574683235815,0.004101280834940772,3183.335613736626,1
Fe V_1454.4700,Fe V,1454.0462528196856,0.0029721584825351498,3168.7852236038602,1
Fe V_1454.7020,Fe V,1454.2427396731566,0.0023157687403464527,12043.238356289014,1
Fe V_1455.5570,Fe V,1455.0213662234291,0.0013104708632209927,230480.94417698777,1
Fe V_1455.7120,Fe V,1456.2964440046665,0.0026823068043142287,221910.78526045138,1
Fe V_1456.1622,Fe V,1456.4166349510815,0.0005103531120127047,63929.990552872376,1
Fe V_1456.2890,Fe V,1456.4671935536498,0.0005891560973065795,28919.74091762313,1
Fe V_1459.2560,Fe V,1459.653933107996,0.0003830666228185826,302329.5203383882,1
Fe V_1459.8330,Fe V,1459.7037304923606,0.00043572154035641323,398767.2999460792,1
Fe V_1460.7298,Fe V,1460.8414485441747,0.0009733281841409282,7900.071016921602,1
Fe V_1461.0540,Fe V,1460.8050037516084,0.0017385053240456456,1182.0589674282382,1
Fe V_1462.5641,Fe V,1462.907743025985,0.0018095493468954016,2509.3943580187424,1
Fe V_1462.6350,Fe V,1462.9247745095188,0.0017404486115648195,2238.05756575138,1
Fe V_1463.0650,Fe V,1462.906454070087,0.0009293220942532916,5889.99539237847,1
Fe V_1464.2202,Fe V,1464.0134633586906,0.0015058394488320637,4560.568808583716,1
Fe V_1464.6850,Fe V,1464.173446281922,0.002628751141949592,17259.379223983487,1
Fe V_1464.8730,Fe V,1464.9919442248408,0.0,42978.75901226761,1
Fe V_1466.6498,Fe V,1466.517066604937,0.005364228893522264,1921.7208083451505,1
Fe V_1468.9080,Fe V,1469.1243771449012,0.0014816273220970076,3713.5618590995246,1
Fe V_1469.0000,Fe V,1469.1428759699888,0.0014943931479011385,4138.9987884116235,1
Fe V_1469.5986,Fe V,1469.0008000000003,0.014845313750611908,3135.010929923373,1
Fe V_1471.2059,Fe V,1471.4993759835968,0.0006844011514856401,41875.63105196064,1
Fe V_1471.3340,Fe V,1471.569024763989,0.0008905738085190835,31426.14249941543,1
Fe V_1472.0980,Fe V,1471.7213928416425,0.003049214369063199,4405.27272064146,1
Fe V_1472.5116,Fe V,1472.073425468035,0.0018414868621946915,7616.749316334493,1
Fe V_1472.8050,Fe V,1472.2080000000003,0.0036115625759368126,8255.173537029534,1
Fe V_1474.2722,Fe V,1474.45822414779,0.00160312483005494,859.9755808955911,1
Fe V_1475.3050,Fe V,1475.3374279546724,0.0011917142315229494,2090.6998678459986,1
Fe V_1475.6059,Fe V,1475.2934467056602,0.002225132399558943,692.1054221364826,1
Fe V_1477.5340,Fe V,1478.1056673967403,0.005820048669450323,536.9773977665521,1
Fe V_1477.7992,Fe V,1478.3943999999992,0.008640678514112045,483.45372560384993,1
Fe V_1478.2870,Fe V,1478.7669355750377,0.008106326832401693,625.5984879940544,1
Fe V_1478.7850,Fe V,1478.924257825126,0.002812887390349854,361.7931849283021,1
Fe V_1479.3900,Fe V,1479.0960864613796,0.0012283608479161897,15842.347920837483,1
Fe V_1483.2574,Fe V,1483.3839028329498,0.0008054568848371069,1524.6093943864971,1
Fe V_1484.2120,Fe V,1483.9165107134997,0.008763069215448076,1577.0163396015405,1
Fe V_1484.3750,Fe V,1484.0250675721065,0.005468395693907129,652.103941369811,1
Fe V_1485.4533,Fe V,1484.9624282791005,0.0012164271833151796,15578.630824545702,1
Fe V_1485.9263,Fe V,1486.3172198335144,0.004170657602011135,631.2069151462633,1
Fe V_1494.6412,Fe V,1494.4592597477722,0.003159180414174001,367.2641353990259,1
Fe V_1495.6150,Fe V,1496.0493438740361,0.00036762255261028854,395620.7386061988,1
Fe V_1496.2648,Fe V,1496.0607319771964,0.0003629997253414203,513472.38454261806,1
Fe V_1499.2326,Fe V,1499.5233193286672,0.02413262976348279,465.9757104973444,1
Fe V_1500.5822,Fe V,1500.0923301955854,0.001787106902543594,42928.06952098726,1
Fe V_1504.3315,Fe V,1504.7915730842515,0.002343735020567842,1999.4660627610265,1
Fe V_1504.8480,Fe V,1504.7907108360964,0.0007720922607428567,3525.013302832971,1
Fe V_1508.1512,Fe V,1507.9186047500611,0.0012952944420918943,6646.9287575100725,1
Fe V_1509.7897,Fe V,1509.8642249404238,0.0008428721343988703,2092.678296063461,1
Fe V_1511.4340,Fe V,1511.3898102576575,0.0009411221347114383,1563.3882959857926,1
Fe V_1514.8306,Fe V,1514.386824360527,0.0005122850911412192,152731.02357657388,1
Fe V_1515.5359,Fe V,1515.9848369262618,0.0004475131593283841,179523.15585963914,1
Fe V_1516.7993,Fe V,1516.438418870517,0.0014774531165379944,34465.62951642512,1
Fe V_1519.5178,Fe V,1519.7977513698063,0.0016432825174999362,10781.381463243206,1
Fe V_1525.1631,Fe V,1524.6793589558279,0.00272929923661461,20041.08972346261,1
Fe V_1530.4401,Fe V,1530.6814239586251,0.0011284573817244498,16219.4244133272,1
Fe V_1532.3289,Fe V,1532.4650055545858,0.0009155274905996322,1397.753207388577,1
Fe V_1535.0382,Fe V,1535.103647027973,0.0006554697942484107,5817.116290131727,1
Fe V_1543.2340,Fe V,1543.4824084044917,0.000852059783176555,33925.05288540726,1
Fe V_1554.2180,Fe V,1554.3072300711513,0.0016025751698852948,1174.0224414979207,1
Fe V_1555.4456,Fe V,1555.5714214325037,0.001932894871547258,401.95641508203505,1
Fe V_1557.0542,Fe V,1557.3719570780365,0.000975676159081956,181708.84710283324,1
Fe V_1557.3100,Fe V,1557.372893885203,0.0007701365422362315,248085.02767596848,1
Fe V_1557.6467,Fe V,1557.313610817116,0.0011726510422617252,165672.80674987476,1
Fe V_1563.7745,Fe V,1563.6474687522361,0.0009469302717150976,1318.5477808987378,1
Fe V_1569.9810,Fe V,1569.8862554954756,0.00035699338523083367,144941.38252599374,1
Fe V_1571.9100,Fe V,1572.1363167215638,0.0010682401718793732,10584.27878219792,1
Fe V_1576.2143,Fe V,1576.1817755589711,0.0013351361904162754,776.6369797576847,1
Fe V_1582.7979,Fe V,1583.0209729277876,0.0014588261713293482,5265.222342632026,1
Fe V_1583.9544,Fe V,1584.3786202824247,0.023909112566186,235.60500428185387,1
Fe V_1584.5342,Fe V,1584.3342939994986,0.006332448506260729,321.0302992062708,1
Fe V_1585.6560,Fe V,1585.387840148119,0.0008548884726038933,47791.39372964408,1
Fe V_1588.1970,Fe V,1588.4197202421944,0.0007811724526415877,123990.05917067846,1
Fe V_1588.9028,Fe V,1588.8266566847947,0.00806355740033715,8968.34156660892,1
Fe V_1589.0110,Fe V,1589.2349984006305,0.013114879331672534,8615.28838906878,1
Fe V_1589.3908,Fe V,1589.9851999999998,0.0337105896803141,23461.62031492679,1
Fe V_1589.9376,Fe V,1589.6970006940408,0.0008665439351464102,119820.49294637403,1
Fe V_1593.7032,Fe V,1593.5300437766452,0.0005272261295461791,84097.16400403905,1
Fe V_1596.3679,Fe V,1596.648783115024,0.005024006956694869,1125.059778727376,1
Fe V_1598.8240,Fe V,1598.4615434900106,0.0019451099617113635,39634.25583935929,1
Fe V_1599.8400,Fe V,1599.3465305313102,3.584349055002938,16044.679770427756,1
Fe V_1606.6786,Fe V,1606.151236699748,1.7623546795100308e-06,89658.4218181393,1
Fe V_1607.8330,Fe V,1608.161936934259,0.0016917005082810156,43065.17578763264,1
Fe V_1614.1888,Fe V,1614.1699553378046,0.0008150331648918874,2399.695002693482,1
Fe V_1617.0400,Fe V,1616.5366470280526,0.0022409817540853323,66077.37805543662,1
Fe V_1618.0580,Fe V,1617.7541741945276,0.0009437286296762431,57052.65251233422,1
Fe V_1618.3790,Fe V,1618.8936335650264,0.004221616069461075,102015.50969498313,1
Fe V_1620.0873,Fe V,1620.1865336211554,0.0005936698093340081,76702.59497756246,1
Fe V_1624.2550,Fe V,1624.3788113953615,0.0009904823947044503,1587.0505979498266,1
Fe V_1630.8433,Fe V,1630.377724543913,0.0030753631260555274,57358.11923466178,1
Fe V_1639.7918,Fe V,1639.3075091609608,0.002906860781986661,31241.33559876588,1
Fe V_1643.4256,Fe V,1643.2839110954521,0.001715742454049529,573.9523595212569,1
Fe V_1645.7430,Fe V,1645.8353392070799,0.0022132019583993565,412.0171259995394,1
Fe V_1648.7400,Fe V,1648.6715011365889,0.0007641020321781149,47766.95089807912,1
Fe V_1651.9301,Fe V,1652.390641032771,0.0024411807081629955,2457.6644932915306,1
Fe V_1652.5280,Fe V,1652.4503970104963,0.0010963025708571029,2652.6335129934473,1
Fe V_1654.7456,Fe V,1654.7831870182526,0.0014241803745302783,903.0031827300626,1
Fe V_1659.8940,Fe V,1660.286750656461,0.0009567207259245509,35268.49224598307,1
Fe V_1660.5473,Fe V,1659.9508000000003,0.12079486313480188,32379.6756906544,1
Fe V_1661.0490,Fe V,1660.731747265991,0.008385939944794099,46468.72243500728,1
Fe V_1662.7380,Fe V,1662.5558483697534,0.0015764368713264078,1571.6759447375362,1
Fe V_1668.9250,Fe V,1669.0362547209206,0.0014651487121682561,884.1806347915549,1
Fe V_1676.4380,Fe V,1676.300443561741,0.0008763306141307556,28567.22426482994,1
